¥i§ë¸ê,¤½¥q¥N½X,¶}½L»ù,³Ì°ª»ù,³Ì§C»ù,¦¬½L»ù,º¦¶^,¥»¯q¤ñ,¦¨¥æ¶q,¦P·~¥­§¡¥»¯q¤ñ,´Þ§Q²v,Á`¥«­È,¤µ¦~¥H¨Ó,¨CªÑ²b­È(¤¸),¨©¥L­È,¨C¤HÀç¦¬(¥a¤¸),¼Ð·Ç®t,¨CªÑÀç¦¬(¤¸),­t¶Å¤ñ¨Ò,ªÑ»ù²b­È¤ñ,"ªÑ¥»(»õ, ¥x¹ô)",Àç·~¤ò§Q²v,²{ª÷ªÑ§Q(¤¸),Àç·~§Q¯q²v,µ|«e²b§Q²v,¸ê²£³ø¹S²v,ªÑªFÅv¯q³ø¹S²v
§_,8011,16.05,16.5,15.85,16.2,0.3,0.0,3152,36.37,0.0,1922,-16.49,22.69,1.41,935,2.25,4.27,40.61,0.71,11.86,14.99,0.0,0.51,-2.05,-0.08,-0.39
§_,8033,8.24,8.24,7.93,8.0,-0.3,0.0,1063,30.44,0.0,875,-32.49,5.83,1.42,0,2.91,1.74,30.89,1.37,10.94,36.85,0.0,-2.14,0.04,0.18,0.13
§_,8101,3.25,3.45,3.25,3.45,0.28,0.0,662,36.37,0.0,718,-55.88,5.12,1.44,0,2.99,6.74,80.63,0.67,20.81,7.68,0.0,-15.03,-20.21,-4.32,-23.33
§_,8201,11.1,11.25,11.1,11.2,0.15,0.0,27,26.74,0.0,698,-15.79,11.79,1.48,1625,3.08,4.61,30.05,0.95,6.24,14.52,0.0,-11.93,-0.02,0.0,-0.01
§_,8442,57.7,57.7,57.1,57.7,-0.1,0.0,25,30.44,0.0,2885,-16.13,23.72,1.55,238,1.0,31.38,72.25,2.43,5.0,17.94,0.0,3.24,3.6,1.61,4.67
§_,8940,12.7,12.95,12.7,12.95,0.05,0.0,3,53.92,0.0,874,-5.13,10.42,1.67,0,0.87,2.94,54.08,1.24,6.75,31.96,0.0,-49.08,-50.51,-4.37,-9.47
§_,9103,1.16,1.21,1.16,1.21,0.0,0.0,8,0.0,0.0,249,-16.55,3.5,1.68,0,1.31,1.83,44.45,0.35,2.06,15.2,0.0,4.67,1.41,1.04,0.56
§_,910482,0.35,0.37,0.34,0.35,0.01,0.0,145,0.0,0.0,83,-33.96,0.32,1.69,1267,3.78,0.88,75.36,1.09,2.38,3.46,0.0,-15.29,-13.9,-8.34,-38.19
§_,910861,7.33,7.33,7.28,7.28,-0.17,0.0,10,0.0,0.0,215,-24.09,18.69,1.71,2258,2.06,16.19,51.06,0.39,0.29,17.43,0.0,-2.1,4.15,1.46,2.39
§_,9110,2.65,2.85,2.63,2.68,-0.1,0.0,24,0.0,0.0,141,-23.43,4.01,1.75,520,2.05,0.9,27.76,0.67,0.53,-3.21,0.0,-19.81,-15.37,-2.22,-2.9
§_,911616,1.15,1.15,1.0,1.05,0.0,0.0,40,0.0,0.0,137,12.9,62.66,1.78,0,3.65,2.78,21.08,0.02,1.3,2.31,0.0,-363.89,-366.7,-11.89,-15.13
§_,9157,0.97,0.97,0.91,0.95,0.0,0.0,117,0.0,0.0,111,-36.24,1.19,1.89,2342,2.95,2.6,80.12,0.8,1.17,10.09,0.0,-3.08,-5.83,-1.13,0.0
§_,9902,8.67,8.7,8.64,8.69,-0.05,0.0,93,30.44,0.0,852,-18.02,12.49,1.92,1442,1.04,0.28,4.01,0.7,9.8,7.54,0.0,-12.45,8.74,0.18,0.19
§_,9912,7.95,7.98,7.9,7.98,-0.01,0.0,64,16.63,0.0,421,-0.5,11.76,2.16,2620,2.7,3.47,30.67,0.68,5.28,35.44,0.0,4.35,4.0,0.75,1.04
§_,9935,16.2,16.3,16.1,16.3,0.0,0.0,111,30.44,0.0,2765,-35.19,10.3,0.0,0,2.95,7.32,59.35,1.58,16.96,17.97,0.0,6.61,5.19,1.8,4.04
§_,9929,14.35,14.35,13.5,13.9,-0.1,0.0,45,30.44,0.0,1332,19.83,6.57,0.0,723,2.12,1.04,18.18,2.12,9.58,9.77,0.0,0.5,3.43,0.4,0.48
§_,9955,11.95,12.1,11.8,11.95,-0.05,0.0,48,30.44,0.0,1233,-20.86,16.71,0.0,5341,1.53,6.68,47.39,0.72,10.32,-5.55,0.0,-9.73,-25.58,-5.29,-9.71
§_,9928,5.05,5.05,5.05,5.05,0.0,0.0,1,30.42,0.0,761,-0.98,3.96,0.0,0,2.61,1.27,84.31,1.28,15.07,-12.85,0.0,-35.9,-27.75,-1.24,-8.54
